,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,Dog Rating,retweet_count,full_text,favorite_count,display_text_range,created_at,jpg_url,Breed Prediction 1,Conf level 1
3566,715680795826982913,2016-03-31 23:22:53,"https://twitter.com/dog_rates/status/715680795826982913/photo/1,https://twitter.com/dog_rates/status/715680795826982913/photo/1,https://twitter.com/dog_rates/status/715680795826982913/photo/1",12,10,Zeus,floofer,1813.0,This is Zeus. He's downright fabulous. 12/10 https://t.co/sSugyyRuTp,4719.0,"[0, 68]",2016-03-31 23:22:53,https://pbs.twimg.com/media/Ce6b4MPWwAA22Xm.jpg,Golden retriever,0.990715
3568,715342466308784130,2016-03-31 00:58:29,"https://twitter.com/dog_rates/status/715342466308784130/photo/1,https://twitter.com/dog_rates/status/715342466308784130/photo/1",10,10,Oscar,floofer,768.0,This is Oscar. He's a world renowned snowball inspector. It's a ruff job but someone has to do it. 10/10 great guy https://t.co/vSufMAKm3C,3294.0,"[0, 138]",2016-03-31 00:58:29,https://pbs.twimg.com/media/Ce1oLNqWAAE34w7.jpg,West highland white terrier,0.597111
3569,715220193576927233,2016-03-30 16:52:36,https://twitter.com/dog_rates/status/715220193576927233/photo/1,10,10,Nico,floofer,736.0,This is Nico. His selfie game is strong af. Excellent use of a sneaky tongue slip. 10/10 star material https://t.co/1OBdJkMOFx,2630.0,"[0, 126]",2016-03-30 16:52:36,https://pbs.twimg.com/media/Cez49UqWsAIRQXc.jpg,Chihuahua,0.584026
3570,715200624753819648,2016-03-30 15:34:51,https://twitter.com/dog_rates/status/715200624753819648/photo/1,12,10,Michelangelope,floofer,2110.0,This is Michelangelope. He's half coffee cup. Rare af. 12/10 would hug until someone stopped me https://t.co/tvVDY0G911,5578.0,"[0, 119]",2016-03-30 15:34:51,https://pbs.twimg.com/media/CeznK6IWEAEFUPq.jpg,Chihuahua,0.956787
3572,714982300363173890,2016-03-30 01:07:18,https://twitter.com/dog_rates/status/714982300363173890/photo/1,9,10,Calbert,floofer,1166.0,This is Calbert. He forgot to clear his Google search history. 9/10 rookie mistake Calbert https://t.co/jRm5J3YCmj,4094.0,"[0, 114]",2016-03-30 01:07:18,https://pbs.twimg.com/media/CewgnHAXEAAdbld.jpg,Brittany spaniel,0.944376
3574,714957620017307648,2016-03-29 23:29:14,https://twitter.com/dog_rates/status/714957620017307648/photo/1,10,10,Curtis,floofer,1595.0,This is Curtis. He's an Albino Haberdasher. Terrified of dandelions. They really spook him up. 10/10 it'll be ok pup https://t.co/s8YcfZrWhK,4503.0,"[0, 140]",2016-03-29 23:29:14,https://pbs.twimg.com/media/CewKKiOWwAIe3pR.jpg,Great pyrenees,0.251516
3576,714606013974974464,2016-03-29 00:12:05,https://twitter.com/dog_rates/status/714606013974974464/photo/1,12,10,None,floofer,1038.0,Here are two lil cuddly puppers. Both 12/10 would snug like so much https://t.co/zO4eb7C4tG,3938.0,"[0, 91]",2016-03-29 00:12:05,https://pbs.twimg.com/media/CerKYG8WAAM1aE-.jpg,Norfolk terrier,0.293007
3578,714258258790387713,2016-03-28 01:10:13,https://twitter.com/dog_rates/status/714258258790387713/photo/1,10,10,Travis,floofer,808.0,"Meet Travis and Flurp. Travis is pretty chill but Flurp can't lie down properly. 10/10 &amp; 8/10
get it together Flurp https://t.co/Akzl5ynMmE",3281.0,"[0, 143]",2016-03-28 01:10:13,https://pbs.twimg.com/media/CemOGNjWQAEoN7R.jpg,Collie,0.176758
3579,714251586676113411,2016-03-28 00:43:43,"https://twitter.com/dog_rates/status/714251586676113411/photo/1,https://twitter.com/dog_rates/status/714251586676113411/photo/1",8,10,Thumas,floofer,940.0,This is Thumas. He hates potted plants. 8/10 wtf Thumas https://t.co/rDVueNIcEi,3570.0,"[0, 79]",2016-03-28 00:43:43,https://pbs.twimg.com/media/CemIBt4WwAQqhVV.jpg,Soft-coated wheaten terrier,0.751962
3580,714214115368108032,2016-03-27 22:14:49,https://twitter.com/dog_rates/status/714214115368108032/photo/1,13,10,None,floofer,990.0,Happy Easter from the squad! 🐇🐶 13/10 for all https://t.co/YMx4KWJUAB,2480.0,"[0, 69]",2016-03-27 22:14:49,https://pbs.twimg.com/media/Cell8ikWIAACCJ-.jpg,Pug,0.533967
3581,714141408463036416,2016-03-27 17:25:54,https://twitter.com/dog_rates/status/714141408463036416/photo/1,10,10,None,floofer,1569.0,"I know we only rate dogs, but since it's Easter I guess we could rate a bunny for a change. 10/10 petable as hell https://t.co/O2RlKXigHu",4673.0,"[0, 137]",2016-03-27 17:25:54,https://pbs.twimg.com/media/Cekj0qwXEAAHcS6.jpg,Labrador retriever,0.586951
3582,713919462244790272,2016-03-27 02:43:58,https://twitter.com/dog_rates/status/713919462244790272/photo/1,12,10,Kanu,floofer,869.0,This is Kanu. He's a Freckled Ticonderoga. Simply flawless. 12/10 would perform an elaborate heist to capture https://t.co/7vyAzIURrE,3564.0,"[0, 133]",2016-03-27 02:43:58,https://pbs.twimg.com/media/CehZ9mLWsAAsn28.jpg,Siberian husky,0.463223
3584,713900603437621249,2016-03-27 01:29:02,https://twitter.com/dog_rates/status/713900603437621249/photo/1,99,90,None,floofer,829.0,Happy Saturday here's 9 puppers on a bench. 99/90 good work everybody https://t.co/mpvaVxKmc1,3062.0,"[0, 93]",2016-03-27 01:29:02,https://pbs.twimg.com/media/CehIzzZWQAEyHH5.jpg,Golden retriever,0.371816
3585,713761197720473600,2016-03-26 16:15:05,"https://twitter.com/dog_rates/status/713761197720473600/photo/1,https://twitter.com/dog_rates/status/713761197720473600/photo/1",12,10,Piper,floofer,1541.0,This is Piper. She would really like that tennis ball core. Super sneaky tongue slip. 12/10 precious af https://t.co/QP6GHi5az9,5308.0,"[0, 127]",2016-03-26 16:15:05,https://pbs.twimg.com/media/CefKBOuWIAAIlKD.jpg,Brittany spaniel,0.797936
3586,713411074226274305,2016-03-25 17:03:49,https://twitter.com/dog_rates/status/713411074226274305/photo/1,11,10,None,floofer,1440.0,Here we see an extremely rare Bearded Floofmallow. Only a few left in the wild. 11/10 would pet with a purpose https://t.co/jVJJKlPbvq,4802.0,"[0, 134]",2016-03-25 17:03:49,https://pbs.twimg.com/media/CeaLlAPUMAIcC7U.jpg,Great pyrenees,0.720337
3587,713177543487135744,2016-03-25 01:35:51,https://twitter.com/dog_rates/status/713177543487135744/photo/1,10,10,Lance,floofer,3183.0,This is Lance. Lance doesn't give a shit. 10/10 we should all be more like Lance https://t.co/SqnG9Ap28J,7854.0,"[0, 104]",2016-03-25 01:35:51,https://pbs.twimg.com/media/CeW3MWMWQAEOMbq.jpg,Whippet,0.734244
3590,712717840512598017,2016-03-23 19:09:09,https://twitter.com/dog_rates/status/712717840512598017/photo/1,10,10,None,floofer,5616.0,Please don't send in any more polar bears. We only rate dogs. Thank you... 10/10 https://t.co/83RGhdIQz2,13474.0,"[0, 104]",2016-03-23 19:09:09,https://pbs.twimg.com/media/CeQVF1eVIAAJaTv.jpg,Great pyrenees,0.732043
3591,712668654853337088,2016-03-23 15:53:42,"https://twitter.com/dog_rates/status/712668654853337088/photo/1,https://twitter.com/dog_rates/status/712668654853337088/photo/1,https://twitter.com/dog_rates/status/712668654853337088/photo/1",10,10,Sunny,floofer,1367.0,Say hello to Sunny and Roxy. They pull things out of water together. 10/10 for both https://t.co/88aedAmxcl,4531.0,"[0, 107]",2016-03-23 15:53:42,https://pbs.twimg.com/media/CePoVTyWsAQEz1g.jpg,Labrador retriever,0.829058
3594,712097430750289920,2016-03-22 02:03:52,https://twitter.com/dog_rates/status/712097430750289920/photo/1,10,10,None,floofer,1172.0,I can't even comprehend how confused this dog must be right now. 10/10 https://t.co/8AGcQ4hIfK,4144.0,"[0, 94]",2016-03-22 02:03:52,https://pbs.twimg.com/media/CeHg1klW8AE4YOB.jpg,Labrador retriever,0.720481
3596,712085617388212225,2016-03-22 01:16:55,"https://twitter.com/dog_rates/status/712085617388212225/photo/1,https://twitter.com/dog_rates/status/712085617388212225/photo/1,https://twitter.com/dog_rates/status/712085617388212225/photo/1",11,10,Olive,floofer,556.0,"Say hello to Olive and Ruby. They are best buddies. Both 11/10 
1 like = 1 buddy https://t.co/yagmFdKlyL",3531.0,"[0, 104]",2016-03-22 01:16:55,https://pbs.twimg.com/media/CeHWFksXIAAyypp.jpg,Shih-tzu,0.625129
3600,711743778164514816,2016-03-21 02:38:34,https://twitter.com/dog_rates/status/711743778164514816/photo/1,11,10,Roosevelt,floofer,1101.0,Meet Roosevelt. He's calculating the best case scenario if he drops out instead of doing math hw. 11/10 relatable af https://t.co/QcSIRDpfVg,3095.0,"[0, 140]",2016-03-21 02:38:34,https://pbs.twimg.com/media/CeCfMPDW0AAAEUj.jpg,Lakeland terrier,0.459515
3604,711363825979756544,2016-03-20 01:28:47,"https://twitter.com/dog_rates/status/711363825979756544/photo/1,https://twitter.com/dog_rates/status/711363825979756544/photo/1",11,10,None,floofer,1287.0,"""Please, no puparazzi"" 11/10 https://t.co/nJIXSPfedK",3996.0,"[0, 52]",2016-03-20 01:28:47,https://pbs.twimg.com/media/Cd9Fn5QUMAAYMT4.jpg,Pembroke,0.7509060000000001
3606,711008018775851008,2016-03-19 01:54:56,https://twitter.com/dog_rates/status/711008018775851008/photo/1,11,10,Chuckles,floofer,710.0,This is Chuckles. He had a balloon but he accidentally let go of it and it floated away. 11/10 hang in there pupper https://t.co/68iNM7B5gW,3275.0,"[0, 139]",2016-03-19 01:54:56,https://pbs.twimg.com/media/Cd4CBQFW8AAY3ND.jpg,French bulldog,0.731405
3607,710997087345876993,2016-03-19 01:11:29,https://twitter.com/dog_rates/status/710997087345876993/photo/1,12,10,Milo,floofer,1561.0,Meet Milo and Amos. They are the best of pals. Both 12/10 would pet at the same time https://t.co/Mv37BHEyyD,4960.0,"[0, 108]",2016-03-19 01:11:29,https://pbs.twimg.com/media/Cd34FClUMAAnvGP.jpg,Malamute,0.28126
3609,710833117892898816,2016-03-18 14:19:56,https://twitter.com/dog_rates/status/710833117892898816/photo/1,12,10,Sora,floofer,606.0,Say hello to Sora. She's an Egyptian Pumpernickel. Mesmerizing af. 12/10 would bring home to mom https://t.co/PmTR4kxZkq,2937.0,"[0, 120]",2016-03-18 14:19:56,https://pbs.twimg.com/media/Cd1i8qvUkAE-Jlr.jpg,Pembroke,0.803742
3610,710658690886586372,2016-03-18 02:46:49,https://twitter.com/dog_rates/status/710658690886586372/photo/1,80,80,None,floofer,636.0,Here's a brigade of puppers. All look very prepared for whatever happens next. 80/80 https://t.co/0eb7R1Om12,2529.0,"[0, 108]",2016-03-18 02:46:49,https://pbs.twimg.com/media/CdzETn4W4AAVU5N.jpg,Soft-coated wheaten terrier,0.948617
3612,710588934686908417,2016-03-17 22:09:38,"https://twitter.com/dog_rates/status/710588934686908417/photo/1,https://twitter.com/dog_rates/status/710588934686908417/photo/1,https://twitter.com/dog_rates/status/710588934686908417/photo/1,https://twitter.com/dog_rates/status/710588934686908417/photo/1",12,10,Beemo,floofer,2107.0,This is Beemo. He's a Chubberflop mix. 12/10 would cross the world for https://t.co/kzMVMU8HBV,4968.0,"[0, 94]",2016-03-17 22:09:38,https://pbs.twimg.com/media/CdyE2x1W8AAe0TG.jpg,Pembroke,0.982004
3614,710283270106132480,2016-03-17 01:55:02,"https://twitter.com/dog_rates/status/710283270106132480/photo/1,https://twitter.com/dog_rates/status/710283270106132480/photo/1",11,10,Gunner,floofer,580.0,This is Gunner. He's a Figamus Newton. King of the peek-a-boo. Cool jeans. 11/10 https://t.co/ONuBILIYXZ,2308.0,"[0, 104]",2016-03-17 01:55:02,https://pbs.twimg.com/media/Cdtu3WRUkAAsRVx.jpg,Shih-tzu,0.932401
3615,710272297844797440,2016-03-17 01:11:26,https://twitter.com/dog_rates/status/710272297844797440/photo/1,11,10,infuriating,floofer,1425.0,We 👏🏻 only 👏🏻 rate 👏🏻 dogs. Pls stop sending in non-canines like this Dutch Panda Worm. This is infuriating. 11/10 https://t.co/odfLzBonG2,4945.0,"[0, 138]",2016-03-17 01:11:26,https://pbs.twimg.com/media/Cdtk414WoAIUG0v.jpg,Old english sheepdog,0.586307
3616,710269109699739648,2016-03-17 00:58:46,https://twitter.com/dog_rates/status/710269109699739648/photo/1,13,10,None,floofer,1257.0,"The squad is back for St. Patrick's Day! ☘ 💚
13/10 for all https://t.co/OcCDb2bng5",2613.0,"[0, 82]",2016-03-17 00:58:46,https://pbs.twimg.com/media/Cdth_KyWEAEXH3u.jpg,Pug,0.415495
3618,710140971284037632,2016-03-16 16:29:35,https://twitter.com/dog_rates/status/710140971284037632/photo/1,8,10,Tater,floofer,1008.0,This is Tater. His underbite is fierce af. Doesn't give a damn about your engagement photo. 8/10 https://t.co/nLuPY3pY12,3017.0,"[0, 120]",2016-03-16 16:29:35,https://pbs.twimg.com/media/Cdrtcr-W4AAqi5H.jpg,Pekinese,0.95317
3619,710117014656950272,2016-03-16 14:54:24,"https://twitter.com/dog_rates/status/710117014656950272/photo/1,https://twitter.com/dog_rates/status/710117014656950272/photo/1",11,10,None,floofer,2233.0,This pupper got her hair chalked for her birthday. Hasn't told her parents yet. Rebellious af. 11/10 very nifty https://t.co/h1OX2mLtxV,5999.0,"[0, 135]",2016-03-16 14:54:24,https://pbs.twimg.com/media/CdrXp9dWoAAcRfn.jpg,Toy poodle,0.802092
3620,709918798883774466,2016-03-16 01:46:45,"https://twitter.com/dog_rates/status/709918798883774466/photo/1,https://twitter.com/dog_rates/status/709918798883774466/photo/1",12,10,Watson,floofer,1215.0,Meet Watson. He's a Suzuki Tickleboop. Leader of a notorious biker gang. Only one ear functional. 12/10 snuggable af https://t.co/R1gLc5vDqG,3250.0,"[0, 140]",2016-03-16 01:46:45,https://pbs.twimg.com/media/CdojYQmW8AApv4h.jpg,Pembroke,0.956222
3622,709852847387627521,2016-03-15 21:24:41,"https://twitter.com/dog_rates/status/709852847387627521/photo/1,https://twitter.com/dog_rates/status/709852847387627521/photo/1,https://twitter.com/dog_rates/status/709852847387627521/photo/1,https://twitter.com/dog_rates/status/709852847387627521/photo/1",12,10,None,floofer,1336.0,*lets out a tiny whimper and then collapses* ...12/10 https://t.co/BNdVZEHRow,3824.0,"[0, 77]",2016-03-15 21:24:41,https://pbs.twimg.com/media/CdnnZhhWAAEAoUc.jpg,Chihuahua,0.945629
3623,709566166965075968,2016-03-15 02:25:31,https://twitter.com/dog_rates/status/709566166965075968/photo/1,12,10,Olaf,floofer,1367.0,This is Olaf. He's gotta be rare. Seems sturdy. Tail is floofy af. 12/10 would do whatever it takes to pet https://t.co/E9jaU59bh9,3865.0,"[0, 130]",2016-03-15 02:25:31,https://pbs.twimg.com/media/Cdjiqi6XIAIUOg-.jpg,Chow,0.999837
3624,709556954897764353,2016-03-15 01:48:55,"https://twitter.com/dog_rates/status/709556954897764353/photo/1,https://twitter.com/dog_rates/status/709556954897764353/photo/1,https://twitter.com/dog_rates/status/709556954897764353/photo/1",12,10,Cecil,floofer,1204.0,This is Cecil. She's a Gigglefloof Poofer. Outdoorsy af. One with nature. 12/10 would strategically capture https://t.co/ijJB0DuOIC,3593.0,"[0, 131]",2016-03-15 01:48:55,https://pbs.twimg.com/media/CdjaSFCWAAAJZh3.jpg,Golden retriever,0.790026
3625,709519240576036864,2016-03-14 23:19:03,https://twitter.com/dog_rates/status/709519240576036864/photo/1,9,10,Vince,floofer,277.0,This is Vince. He's a Gregorian Flapjeck. White spot on legs almost looks like another dog (whoa). 9/10 rad as hell https://t.co/aczGAV2dK4,1620.0,"[0, 139]",2016-03-14 23:19:03,https://pbs.twimg.com/media/Cdi3-f7W8AUOm9T.jpg,Cocker spaniel,0.414982
3626,709449600415961088,2016-03-14 18:42:20,"https://twitter.com/dog_rates/status/709449600415961088/photo/1,https://twitter.com/dog_rates/status/709449600415961088/photo/1",10,10,Karma,floofer,665.0,Meet Karma. She's just a head. Lost body during the Second Punic War (unfortunate). Loves to travel 10/10 petable af https://t.co/c6af6nYEPo,2420.0,"[0, 140]",2016-03-14 18:42:20,https://pbs.twimg.com/media/Cdh4pgAW0AEKJ_a.jpg,Maltese dog,0.780187
3627,709409458133323776,2016-03-14 16:02:49,https://twitter.com/dog_rates/status/709409458133323776/photo/1,8,10,Billy,floofer,788.0,This is Billy. He sensed a squirrel. 8/10 damn it Billy https://t.co/Yu0K98VZ9A,2855.0,"[0, 79]",2016-03-14 16:02:49,https://pbs.twimg.com/media/CdhUIMSUIAA4wYK.jpg,Shetland sheepdog,0.79745
3628,709225125749587968,2016-03-14 03:50:21,https://twitter.com/dog_rates/status/709225125749587968/photo/1,11,10,Walker,floofer,647.0,This is Walker. He's a Butternut Khalifa. Appears fuzzy af. 11/10 would hug for a ridiculous amount of time https://t.co/k6fEWHSALn,2615.0,"[0, 131]",2016-03-14 03:50:21,https://pbs.twimg.com/media/Cdese-zWEAArIqE.jpg,Labrador retriever,0.271109
3630,709198395643068416,2016-03-14 02:04:08,https://twitter.com/dog_rates/status/709198395643068416/photo/1,45,50,None,floofer,721.0,"From left to right:
Cletus, Jerome, Alejandro, Burp, &amp; Titson
None know where camera is. 45/50 would hug all at once https://t.co/sedre1ivTK",2634.0,"[0, 144]",2016-03-14 02:04:08,https://pbs.twimg.com/media/CdeUKpcWoAAJAWJ.jpg,Borzoi,0.490783
3632,709158332880297985,2016-03-13 23:24:56,https://twitter.com/dog_rates/status/709158332880297985/photo/1,10,10,Rodney,floofer,470.0,Meet Rodney. He's a Ukranian Boomchicka. Outside but would like to be inside. Only has one ear (unfortunate) 10/10 https://t.co/FjAj3ggXrR,2236.0,"[0, 138]",2016-03-13 23:24:56,https://pbs.twimg.com/media/CddvvSwWoAUObQw.jpg,Siberian husky,0.212957
3635,708845821941387268,2016-03-13 02:43:08,"https://twitter.com/dog_rates/status/708845821941387268/photo/1,https://twitter.com/dog_rates/status/708845821941387268/photo/1",9,10,None,floofer,1015.0,Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. 9/10 https://t.co/5DLJB4ssvI,3226.0,"[0, 137]",2016-03-13 02:43:08,https://pbs.twimg.com/media/CdZTgynWwAATZcx.jpg,Schipperke,0.74564
3637,708810915978854401,2016-03-13 00:24:26,"https://twitter.com/dog_rates/status/708810915978854401/photo/1,https://twitter.com/dog_rates/status/708810915978854401/photo/1,https://twitter.com/dog_rates/status/708810915978854401/photo/1",10,10,Mister,floofer,7848.0,This is Mister. He's a wonderful father to his two pups. Heartwarming af. 10/10 for all https://t.co/2KcuJXL2r4,18036.0,"[0, 111]",2016-03-13 00:24:26,https://pbs.twimg.com/media/CdYzwuYUIAAHPkB.jpg,Golden retriever,0.976139
3638,708738143638450176,2016-03-12 19:35:15,https://twitter.com/dog_rates/status/708738143638450176/photo/1,11,10,Coco,floofer,917.0,This is Coco. She gets to stay on the Bachelor for another week. Super pumped 11/10 https://t.co/wsCB6LFNxD,2997.0,"[0, 107]",2016-03-12 19:35:15,https://pbs.twimg.com/media/CdXxlFPWwAABaOv.jpg,Pomeranian,0.933457
3640,708479650088034305,2016-03-12 02:28:06,https://twitter.com/dog_rates/status/708479650088034305/photo/1,13,10,Bear,floofer,765.0,Meet Bear. He's a Beneboop Cumberclap. Extremely unamused. 13/10 I'm in love with this picture https://t.co/uC8kUqAz0W,2768.0,"[0, 118]",2016-03-12 02:28:06,https://pbs.twimg.com/media/CdUGcLMWAAI42q0.jpg,Shih-tzu,0.218479
3641,708469915515297792,2016-03-12 01:49:25,https://twitter.com/dog_rates/status/708469915515297792/photo/1,11,10,Bobble,floofer,926.0,This is Bobble. He's a Croatian Galifianakis. Hears everything within 400 miles. 11/10 would snug diligently https://t.co/VwDc6PTDzk,3357.0,"[0, 132]",2016-03-12 01:49:25,https://pbs.twimg.com/media/CdT9n7mW0AQcpZU.jpg,Chihuahua,0.748163
3645,708149363256774660,2016-03-11 04:35:39,https://twitter.com/dog_rates/status/708149363256774660/photo/1,10,10,Jebberson,floofer,1727.0,This is Jebberson. He's the reigning hide and seek world champion. 10/10 hasn't lost his touch https://t.co/VEFkvWCoHF,4672.0,"[0, 118]",2016-03-11 04:35:39,https://pbs.twimg.com/media/CdPaEkHW8AA-Wom.jpg,Cardigan,0.350993
